start,end,start_lat,start_long,end_lat,end_long,cost
M8,M11,-10.6827,14.1675,10.2101,-7.1261,0.02
M9,M11,-10.6827,14.1675,21.0261,-8.708,0.99
M10,M11,-10.6827,14.1675,30.8108,-4.4894,0.53
M12,M11,-10.6827,14.1675,-11.5451,40.3679,0.11
M13,M11,-10.6827,14.1675,9.7734,49.8601,0.42
K1,M11,-10.6827,14.1675,23.8158,53.8859,0.57
K2,M11,-10.6827,14.1675,-19.8441,46.3005,0.84
K3,M11,-10.6827,14.1675,26.7254,36.3249,0.54
K4,M11,-10.6827,14.1675,25.4625,63.0436,0.93
K5,M11,-10.6827,14.1675,30.4292,48.9811,0.15
A1,M11,-10.6827,14.1675,44.7861,142.4796,0.88
A2,M11,-10.6827,14.1675,41.8452,129.8234,0.12
A3,M11,-10.6827,14.1675,38.3505,117.5187,0.66
A4,M11,-10.6827,14.1675,26.3621,103.8708,0.27
A5,M11,-10.6827,14.1675,20.2081,103.6321,0.92
A6,M11,-10.6827,14.1675,12.3081,80.0773,0.42
A7,M11,-10.6827,14.1675,19.2389,73.3796,0.79
A8,M11,-10.6827,14.1675,50.8332,140.3611,0.06
A9,M11,-10.6827,14.1675,16.4459,95.0096,0.17
A10,M11,-10.6827,14.1675,21.7588,88.1451,0.51
A11,M11,-10.6827,14.1675,15.2623,120.4979,0.41
A12,M11,-10.6827,14.1675,6.8166,125.2493,0.1
A13,M11,-10.6827,14.1675,-4.4128,144.0525,0.16
A14,M11,-10.6827,14.1675,31.1841,130.6932,0.65
Z1,M11,-10.6827,14.1675,-21.5409,147.7123,0.48
Z2,M11,-10.6827,14.1675,-29.5135,152.1351,0.83
Z3,M11,-10.6827,14.1675,-37.0957,142.2138,0.86
Z4,M11,-10.6827,14.1675,-45.0244,168.6218,0.84
Z5,M11,-10.6827,14.1675,-31.9787,117.1119,0.66
Z6,M11,-10.6827,14.1675,-22.1268,115.4265,0.47
Z7,M11,-10.6827,14.1675,-12.7481,133.5319,0.8
N1,M12,-11.5451,40.3679,38.9603,-67.7183,0.08
N2,M12,-11.5451,40.3679,33.6701,-79.1441,0.15
N3,M12,-11.5451,40.3679,21.3022,-90.1044,0.41
N4,M12,-11.5451,40.3679,31.8968,-103.4019,0.8
N5,M12,-11.5451,40.3679,53.2547,-124.4917,0.79
N6,M12,-11.5451,40.3679,54.6989,-129.2372,0.66
N7,M12,-11.5451,40.3679,62.1652,-153.9344,0.83
N8,M12,-11.5451,40.3679,24.2271,-157.2241,0.54
N9,M12,-11.5451,40.3679,22.5729,-105.1789,0.14
N10,M12,-11.5451,40.3679,59.0741,136.9953,0.09
S1,M12,-11.5451,40.3679,8.9915,-67.2331,0.1
S2,M12,-11.5451,40.3679,-5.1621,-42.1811,0.63
S3,M12,-11.5451,40.3679,-21.3756,-49.9622,0.49
S4,M12,-11.5451,40.3679,-43.7592,-65.5599,0.18
S5,M12,-11.5451,40.3679,-35.8045,-71.5364,0.51
S6,M12,-11.5451,40.3679,-6.9267,-75.2371,0.54
S7,M12,-11.5451,40.3679,7.6532,-76.2382,0.86
S8,M12,-11.5451,40.3679,-32.5658,-52.7961,0.51
E1,M12,-11.5451,40.3679,47.4901,14.1276,0.84
E2,M12,-11.5451,40.3679,54.9682,27.7502,0.08
E3,M12,-11.5451,40.3679,58.8052,15.9729,0.58
E4,M12,-11.5451,40.3679,50.0536,2.4377,0.07
E5,M12,-11.5451,40.3679,39.2195,-3.3631,0.25
E6,M12,-11.5451,40.3679,35.9945,9.5282,0.9
E7,M12,-11.5451,40.3679,44.9363,26.0808,0.31
E8,M12,-11.5451,40.3679,69.8863,-27.0051,0.97
E9,M12,-11.5451,40.3679,66.0731,-40.7161,0.49
E10,M12,-11.5451,40.3679,69.7711,22.6141,0.38
E11,M12,-11.5451,40.3679,64.3111,-17.1125,0.17
M1,M12,-11.5451,40.3679,29.9007,25.0417,0.73
M2,M12,-11.5451,40.3679,20.0666,35.6046,0.39
M3,M12,-11.5451,40.3679,17.4034,45.7999,0.33
M4,M12,-11.5451,40.3679,-2.0396,38.0496,0.31
M5,M12,-11.5451,40.3679,-21.8787,33.8308,0.32
M6,M12,-11.5451,40.3679,-32.6365,23.2839,0.09
M7,M12,-11.5451,40.3679,2.0002,13.0886,0.79
M8,M12,-11.5451,40.3679,10.2101,-7.1261,0.93
M9,M12,-11.5451,40.3679,21.0261,-8.708,0.77
M10,M12,-11.5451,40.3679,30.8108,-4.4894,0.62
M11,M12,-11.5451,40.3679,-10.6827,14.1675,0.81
M13,M12,-11.5451,40.3679,9.7734,49.8601,0.78
K1,M12,-11.5451,40.3679,23.8158,53.8859,0.13
K2,M12,-11.5451,40.3679,-19.8441,46.3005,0.28
K3,M12,-11.5451,40.3679,26.7254,36.3249,0.5
K4,M12,-11.5451,40.3679,25.4625,63.0436,0.94
K5,M12,-11.5451,40.3679,30.4292,48.9811,0.13
A1,M12,-11.5451,40.3679,44.7861,142.4796,0.77
A2,M12,-11.5451,40.3679,41.8452,129.8234,0.26
A3,M12,-11.5451,40.3679,38.3505,117.5187,0.6
A4,M12,-11.5451,40.3679,26.3621,103.8708,0.68
A5,M12,-11.5451,40.3679,20.2081,103.6321,0.73
A6,M12,-11.5451,40.3679,12.3081,80.0773,0.88
A7,M12,-11.5451,40.3679,19.2389,73.3796,0.89
A8,M12,-11.5451,40.3679,50.8332,140.3611,0.47
A9,M12,-11.5451,40.3679,16.4459,95.0096,0.61
A10,M12,-11.5451,40.3679,21.7588,88.1451,0.2
A11,M12,-11.5451,40.3679,15.2623,120.4979,0.48
A12,M12,-11.5451,40.3679,6.8166,125.2493,0.05
A13,M12,-11.5451,40.3679,-4.4128,144.0525,0.3
A14,M12,-11.5451,40.3679,31.1841,130.6932,0.01
Z1,M12,-11.5451,40.3679,-21.5409,147.7123,0.93
Z2,M12,-11.5451,40.3679,-29.5135,152.1351,0.54
Z3,M12,-11.5451,40.3679,-37.0957,142.2138,0.66
Z4,M12,-11.5451,40.3679,-45.0244,168.6218,0.21
Z5,M12,-11.5451,40.3679,-31.9787,117.1119,0.82
Z6,M12,-11.5451,40.3679,-22.1268,115.4265,0.72
Z7,M12,-11.5451,40.3679,-12.7481,133.5319,0.27
N1,M13,9.7734,49.8601,38.9603,-67.7183,0.64
N2,M13,9.7734,49.8601,33.6701,-79.1441,0.35
N3,M13,9.7734,49.8601,21.3022,-90.1044,0.81
N4,M13,9.7734,49.8601,31.8968,-103.4019,0.05
N5,M13,9.7734,49.8601,53.2547,-124.4917,0.4
N6,M13,9.7734,49.8601,54.6989,-129.2372,0.77
N7,M13,9.7734,49.8601,62.1652,-153.9344,0.23
N8,M13,9.7734,49.8601,24.2271,-157.2241,0.5
N9,M13,9.7734,49.8601,22.5729,-105.1789,0.95
N10,M13,9.7734,49.8601,59.0741,136.9953,0.71
S1,M13,9.7734,49.8601,8.9915,-67.2331,0.75
S2,M13,9.7734,49.8601,-5.1621,-42.1811,0.11
S3,M13,9.7734,49.8601,-21.3756,-49.9622,0.79
S4,M13,9.7734,49.8601,-43.7592,-65.5599,0.2
S5,M13,9.7734,49.8601,-35.8045,-71.5364,0.19
S6,M13,9.7734,49.8601,-6.9267,-75.2371,0.52
S7,M13,9.7734,49.8601,7.6532,-76.2382,0.2
S8,M13,9.7734,49.8601,-32.5658,-52.7961,0.06
E1,M13,9.7734,49.8601,47.4901,14.1276,0.41
E2,M13,9.7734,49.8601,54.9682,27.7502,0.23
E3,M13,9.7734,49.8601,58.8052,15.9729,0.52
E4,M13,9.7734,49.8601,50.0536,2.4377,1
E5,M13,9.7734,49.8601,39.2195,-3.3631,0.43
E6,M13,9.7734,49.8601,35.9945,9.5282,0.54
E7,M13,9.7734,49.8601,44.9363,26.0808,0.85
E8,M13,9.7734,49.8601,69.8863,-27.0051,0.51
E9,M13,9.7734,49.8601,66.0731,-40.7161,0.74
E10,M13,9.7734,49.8601,69.7711,22.6141,0.76
E11,M13,9.7734,49.8601,64.3111,-17.1125,0.89
M1,M13,9.7734,49.8601,29.9007,25.0417,0.73
M2,M13,9.7734,49.8601,20.0666,35.6046,0.79
M3,M13,9.7734,49.8601,17.4034,45.7999,0.46
M4,M13,9.7734,49.8601,-2.0396,38.0496,0.87
M5,M13,9.7734,49.8601,-21.8787,33.8308,0.57
M6,M13,9.7734,49.8601,-32.6365,23.2839,0.43
M7,M13,9.7734,49.8601,2.0002,13.0886,0.69
M8,M13,9.7734,49.8601,10.2101,-7.1261,0.84
M9,M13,9.7734,49.8601,21.0261,-8.708,0.44
M10,M13,9.7734,49.8601,30.8108,-4.4894,0.58
M11,M13,9.7734,49.8601,-10.6827,14.1675,0.96
M12,M13,9.7734,49.8601,-11.5451,40.3679,0.48
K1,M13,9.7734,49.8601,23.8158,53.8859,0.39
K2,M13,9.7734,49.8601,-19.8441,46.3005,0.54
K3,M13,9.7734,49.8601,26.7254,36.3249,0.85
K4,M13,9.7734,49.8601,25.4625,63.0436,0.7
K5,M13,9.7734,49.8601,30.4292,48.9811,0.26
A1,M13,9.7734,49.8601,44.7861,142.4796,0.76
A2,M13,9.7734,49.8601,41.8452,129.8234,0.07
A3,M13,9.7734,49.8601,38.3505,117.5187,0.92
A4,M13,9.7734,49.8601,26.3621,103.8708,0.77
A5,M13,9.7734,49.8601,20.2081,103.6321,0.15
A6,M13,9.7734,49.8601,12.3081,80.0773,0.75
A7,M13,9.7734,49.8601,19.2389,73.3796,0.76
A8,M13,9.7734,49.8601,50.8332,140.3611,0.8
A9,M13,9.7734,49.8601,16.4459,95.0096,0.56
A10,M13,9.7734,49.8601,21.7588,88.1451,0.12
A11,M13,9.7734,49.8601,15.2623,120.4979,0.41
A12,M13,9.7734,49.8601,6.8166,125.2493,0.01
A13,M13,9.7734,49.8601,-4.4128,144.0525,0.42
A14,M13,9.7734,49.8601,31.1841,130.6932,0.16
Z1,M13,9.7734,49.8601,-21.5409,147.7123,0.5
Z2,M13,9.7734,49.8601,-29.5135,152.1351,0.37
Z3,M13,9.7734,49.8601,-37.0957,142.2138,0.36
Z4,M13,9.7734,49.8601,-45.0244,168.6218,0.15
Z5,M13,9.7734,49.8601,-31.9787,117.1119,0.28
Z6,M13,9.7734,49.8601,-22.1268,115.4265,0.03
Z7,M13,9.7734,49.8601,-12.7481,133.5319,0.22
N1,K1,23.8158,53.8859,38.9603,-67.7183,0.26
N2,K1,23.8158,53.8859,33.6701,-79.1441,0.56
N3,K1,23.8158,53.8859,21.3022,-90.1044,0.35
N4,K1,23.8158,53.8859,31.8968,-103.4019,0.22
N5,K1,23.8158,53.8859,53.2547,-124.4917,0.13
N6,K1,23.8158,53.8859,54.6989,-129.2372,0.25
N7,K1,23.8158,53.8859,62.1652,-153.9344,0.31
N8,K1,23.8158,53.8859,24.2271,-157.2241,0.22
N9,K1,23.8158,53.8859,22.5729,-105.1789,0.68
N10,K1,23.8158,53.8859,59.0741,136.9953,0.65
S1,K1,23.8158,53.8859,8.9915,-67.2331,1
S2,K1,23.8158,53.8859,-5.1621,-42.1811,0.28
S3,K1,23.8158,53.8859,-21.3756,-49.9622,0.93
S4,K1,23.8158,53.8859,-43.7592,-65.5599,0.06
S5,K1,23.8158,53.8859,-35.8045,-71.5364,0.82
S6,K1,23.8158,53.8859,-6.9267,-75.2371,0.74
S7,K1,23.8158,53.8859,7.6532,-76.2382,0.41
S8,K1,23.8158,53.8859,-32.5658,-52.7961,0.92
E1,K1,23.8158,53.8859,47.4901,14.1276,0.71
E2,K1,23.8158,53.8859,54.9682,27.7502,0.98
E3,K1,23.8158,53.8859,58.8052,15.9729,0.39
E4,K1,23.8158,53.8859,50.0536,2.4377,0.76
E5,K1,23.8158,53.8859,39.2195,-3.3631,0.31
E6,K1,23.8158,53.8859,35.9945,9.5282,0.93
E7,K1,23.8158,53.8859,44.9363,26.0808,0.39
E8,K1,23.8158,53.8859,69.8863,-27.0051,0.57
E9,K1,23.8158,53.8859,66.0731,-40.7161,0.01
E10,K1,23.8158,53.8859,69.7711,22.6141,0.75
E11,K1,23.8158,53.8859,64.3111,-17.1125,0.97
M1,K1,23.8158,53.8859,29.9007,25.0417,0.81
M2,K1,23.8158,53.8859,20.0666,35.6046,0.29
M3,K1,23.8158,53.8859,17.4034,45.7999,0.46
M4,K1,23.8158,53.8859,-2.0396,38.0496,0.02
M5,K1,23.8158,53.8859,-21.8787,33.8308,0
M6,K1,23.8158,53.8859,-32.6365,23.2839,0.37
M7,K1,23.8158,53.8859,2.0002,13.0886,0.87
M8,K1,23.8158,53.8859,10.2101,-7.1261,0.21
M9,K1,23.8158,53.8859,21.0261,-8.708,0.93
M10,K1,23.8158,53.8859,30.8108,-4.4894,0.96
M11,K1,23.8158,53.8859,-10.6827,14.1675,0.02
M12,K1,23.8158,53.8859,-11.5451,40.3679,0.58
M13,K1,23.8158,53.8859,9.7734,49.8601,0.54
K2,K1,23.8158,53.8859,-19.8441,46.3005,0.4
K3,K1,23.8158,53.8859,26.7254,36.3249,0.14
K4,K1,23.8158,53.8859,25.4625,63.0436,0.49
K5,K1,23.8158,53.8859,30.4292,48.9811,0.8
A1,K1,23.8158,53.8859,44.7861,142.4796,0.18
A2,K1,23.8158,53.8859,41.8452,129.8234,0.48
A3,K1,23.8158,53.8859,38.3505,117.5187,0.98
A4,K1,23.8158,53.8859,26.3621,103.8708,0.63
A5,K1,23.8158,53.8859,20.2081,103.6321,0.16
A6,K1,23.8158,53.8859,12.3081,80.0773,0.39
A7,K1,23.8158,53.8859,19.2389,73.3796,0.74
A8,K1,23.8158,53.8859,50.8332,140.3611,0.79
A9,K1,23.8158,53.8859,16.4459,95.0096,0.69
A10,K1,23.8158,53.8859,21.7588,88.1451,0.54
A11,K1,23.8158,53.8859,15.2623,120.4979,0.86
A12,K1,23.8158,53.8859,6.8166,125.2493,0.18
A13,K1,23.8158,53.8859,-4.4128,144.0525,0.65
A14,K1,23.8158,53.8859,31.1841,130.6932,0.66
Z1,K1,23.8158,53.8859,-21.5409,147.7123,0.49
Z2,K1,23.8158,53.8859,-29.5135,152.1351,0.87
Z3,K1,23.8158,53.8859,-37.0957,142.2138,0.44
Z4,K1,23.8158,53.8859,-45.0244,168.6218,0.46
Z5,K1,23.8158,53.8859,-31.9787,117.1119,0.1
Z6,K1,23.8158,53.8859,-22.1268,115.4265,0.69
Z7,K1,23.8158,53.8859,-12.7481,133.5319,0.15
N1,K2,-19.8441,46.3005,38.9603,-67.7183,0.97
N2,K2,-19.8441,46.3005,33.6701,-79.1441,0.77
N3,K2,-19.8441,46.3005,21.3022,-90.1044,0.36
N4,K2,-19.8441,46.3005,31.8968,-103.4019,0.56
N5,K2,-19.8441,46.3005,53.2547,-124.4917,0.39
N6,K2,-19.8441,46.3005,54.6989,-129.2372,0.56
N7,K2,-19.8441,46.3005,62.1652,-153.9344,0.35
N8,K2,-19.8441,46.3005,24.2271,-157.2241,0.81
N9,K2,-19.8441,46.3005,22.5729,-105.1789,0.2
N10,K2,-19.8441,46.3005,59.0741,136.9953,0.24
S1,K2,-19.8441,46.3005,8.9915,-67.2331,0.89
S2,K2,-19.8441,46.3005,-5.1621,-42.1811,0.46
S3,K2,-19.8441,46.3005,-21.3756,-49.9622,0.07
S4,K2,-19.8441,46.3005,-43.7592,-65.5599,0.09
S5,K2,-19.8441,46.3005,-35.8045,-71.5364,0.86
S6,K2,-19.8441,46.3005,-6.9267,-75.2371,0.08
S7,K2,-19.8441,46.3005,7.6532,-76.2382,0.31
S8,K2,-19.8441,46.3005,-32.5658,-52.7961,0.46
E1,K2,-19.8441,46.3005,47.4901,14.1276,0.94
E2,K2,-19.8441,46.3005,54.9682,27.7502,0.21
E3,K2,-19.8441,46.3005,58.8052,15.9729,0.43
E4,K2,-19.8441,46.3005,50.0536,2.4377,0.95
E5,K2,-19.8441,46.3005,39.2195,-3.3631,0.84
E6,K2,-19.8441,46.3005,35.9945,9.5282,0.21
E7,K2,-19.8441,46.3005,44.9363,26.0808,0.76
E8,K2,-19.8441,46.3005,69.8863,-27.0051,0.99
E9,K2,-19.8441,46.3005,66.0731,-40.7161,0.33
E10,K2,-19.8441,46.3005,69.7711,22.6141,0.33
E11,K2,-19.8441,46.3005,64.3111,-17.1125,0.9
M1,K2,-19.8441,46.3005,29.9007,25.0417,0.33
M2,K2,-19.8441,46.3005,20.0666,35.6046,0.08
M3,K2,-19.8441,46.3005,17.4034,45.7999,0.26
M4,K2,-19.8441,46.3005,-2.0396,38.0496,0.65
M5,K2,-19.8441,46.3005,-21.8787,33.8308,0.37
M6,K2,-19.8441,46.3005,-32.6365,23.2839,0.45
M7,K2,-19.8441,46.3005,2.0002,13.0886,0.32
M8,K2,-19.8441,46.3005,10.2101,-7.1261,0.46
M9,K2,-19.8441,46.3005,21.0261,-8.708,0.65
M10,K2,-19.8441,46.3005,30.8108,-4.4894,0.57
M11,K2,-19.8441,46.3005,-10.6827,14.1675,0.8
M12,K2,-19.8441,46.3005,-11.5451,40.3679,0.88
M13,K2,-19.8441,46.3005,9.7734,49.8601,0.85
K1,K2,-19.8441,46.3005,23.8158,53.8859,0.73
K3,K2,-19.8441,46.3005,26.7254,36.3249,0.6
K4,K2,-19.8441,46.3005,25.4625,63.0436,0.14
K5,K2,-19.8441,46.3005,30.4292,48.9811,0.64
A1,K2,-19.8441,46.3005,44.7861,142.4796,0.16
A2,K2,-19.8441,46.3005,41.8452,129.8234,0.09
A3,K2,-19.8441,46.3005,38.3505,117.5187,0.68
A4,K2,-19.8441,46.3005,26.3621,103.8708,0.09
A5,K2,-19.8441,46.3005,20.2081,103.6321,0.53
A6,K2,-19.8441,46.3005,12.3081,80.0773,0.18
A7,K2,-19.8441,46.3005,19.2389,73.3796,0.62
A8,K2,-19.8441,46.3005,50.8332,140.3611,0.62
A9,K2,-19.8441,46.3005,16.4459,95.0096,0.76
A10,K2,-19.8441,46.3005,21.7588,88.1451,0.61
A11,K2,-19.8441,46.3005,15.2623,120.4979,0.61
A12,K2,-19.8441,46.3005,6.8166,125.2493,0.19
A13,K2,-19.8441,46.3005,-4.4128,144.0525,0.46
A14,K2,-19.8441,46.3005,31.1841,130.6932,0.53
Z1,K2,-19.8441,46.3005,-21.5409,147.7123,0.01
Z2,K2,-19.8441,46.3005,-29.5135,152.1351,0.98
Z3,K2,-19.8441,46.3005,-37.0957,142.2138,0.19
Z4,K2,-19.8441,46.3005,-45.0244,168.6218,0.01
Z5,K2,-19.8441,46.3005,-31.9787,117.1119,0.32
Z6,K2,-19.8441,46.3005,-22.1268,115.4265,0.16
Z7,K2,-19.8441,46.3005,-12.7481,133.5319,0.87
N1,K3,26.7254,36.3249,38.9603,-67.7183,0.19
N2,K3,26.7254,36.3249,33.6701,-79.1441,0.61
N3,K3,26.7254,36.3249,21.3022,-90.1044,0.09
N4,K3,26.7254,36.3249,31.8968,-103.4019,0.83
N5,K3,26.7254,36.3249,53.2547,-124.4917,0.58
N6,K3,26.7254,36.3249,54.6989,-129.2372,0.44
N7,K3,26.7254,36.3249,62.1652,-153.9344,0.17
N8,K3,26.7254,36.3249,24.2271,-157.2241,0.28
N9,K3,26.7254,36.3249,22.5729,-105.1789,0.25
N10,K3,26.7254,36.3249,59.0741,136.9953,0.86
S1,K3,26.7254,36.3249,8.9915,-67.2331,0.62
S2,K3,26.7254,36.3249,-5.1621,-42.1811,0.45
S3,K3,26.7254,36.3249,-21.3756,-49.9622,0.15
S4,K3,26.7254,36.3249,-43.7592,-65.5599,0.22
S5,K3,26.7254,36.3249,-35.8045,-71.5364,0.33
S6,K3,26.7254,36.3249,-6.9267,-75.2371,0.49
S7,K3,26.7254,36.3249,7.6532,-76.2382,0.58
S8,K3,26.7254,36.3249,-32.5658,-52.7961,0.6
E1,K3,26.7254,36.3249,47.4901,14.1276,0.97
E2,K3,26.7254,36.3249,54.9682,27.7502,0.46
E3,K3,26.7254,36.3249,58.8052,15.9729,1
E4,K3,26.7254,36.3249,50.0536,2.4377,0.83
E5,K3,26.7254,36.3249,39.2195,-3.3631,0.1
E6,K3,26.7254,36.3249,35.9945,9.5282,0.94
E7,K3,26.7254,36.3249,44.9363,26.0808,0.42
E8,K3,26.7254,36.3249,69.8863,-27.0051,0.23
E9,K3,26.7254,36.3249,66.0731,-40.7161,0.76
E10,K3,26.7254,36.3249,69.7711,22.6141,0.32
E11,K3,26.7254,36.3249,64.3111,-17.1125,0.37
M1,K3,26.7254,36.3249,29.9007,25.0417,0.32
M2,K3,26.7254,36.3249,20.0666,35.6046,0.82
M3,K3,26.7254,36.3249,17.4034,45.7999,0.79
M4,K3,26.7254,36.3249,-2.0396,38.0496,0.96
M5,K3,26.7254,36.3249,-21.8787,33.8308,0.4
M6,K3,26.7254,36.3249,-32.6365,23.2839,0.42
M7,K3,26.7254,36.3249,2.0002,13.0886,0.03
M8,K3,26.7254,36.3249,10.2101,-7.1261,0.73
M9,K3,26.7254,36.3249,21.0261,-8.708,0.06
M10,K3,26.7254,36.3249,30.8108,-4.4894,0.52
M11,K3,26.7254,36.3249,-10.6827,14.1675,0.94
M12,K3,26.7254,36.3249,-11.5451,40.3679,0.27
M13,K3,26.7254,36.3249,9.7734,49.8601,0.76
K1,K3,26.7254,36.3249,23.8158,53.8859,0.35
K2,K3,26.7254,36.3249,-19.8441,46.3005,0.69
K4,K3,26.7254,36.3249,25.4625,63.0436,0.6
K5,K3,26.7254,36.3249,30.4292,48.9811,0.46
A1,K3,26.7254,36.3249,44.7861,142.4796,0.75
A2,K3,26.7254,36.3249,41.8452,129.8234,0.52
A3,K3,26.7254,36.3249,38.3505,117.5187,0.22
A4,K3,26.7254,36.3249,26.3621,103.8708,0.09
A5,K3,26.7254,36.3249,20.2081,103.6321,0.65
A6,K3,26.7254,36.3249,12.3081,80.0773,0.96
A7,K3,26.7254,36.3249,19.2389,73.3796,0.07
A8,K3,26.7254,36.3249,50.8332,140.3611,0.49
A9,K3,26.7254,36.3249,16.4459,95.0096,0.72
A10,K3,26.7254,36.3249,21.7588,88.1451,0.75
A11,K3,26.7254,36.3249,15.2623,120.4979,0.99
A12,K3,26.7254,36.3249,6.8166,125.2493,0.89
A13,K3,26.7254,36.3249,-4.4128,144.0525,1
A14,K3,26.7254,36.3249,31.1841,130.6932,0.33
Z1,K3,26.7254,36.3249,-21.5409,147.7123,0.6
Z2,K3,26.7254,36.3249,-29.5135,152.1351,0.03
Z3,K3,26.7254,36.3249,-37.0957,142.2138,0.07
Z4,K3,26.7254,36.3249,-45.0244,168.6218,0.51
Z5,K3,26.7254,36.3249,-31.9787,117.1119,0.73
Z6,K3,26.7254,36.3249,-22.1268,115.4265,0.21
Z7,K3,26.7254,36.3249,-12.7481,133.5319,0.81
N1,K4,25.4625,63.0436,38.9603,-67.7183,0.41
N2,K4,25.4625,63.0436,33.6701,-79.1441,0.92
N3,K4,25.4625,63.0436,21.3022,-90.1044,0.85
N4,K4,25.4625,63.0436,31.8968,-103.4019,0.19
N5,K4,25.4625,63.0436,53.2547,-124.4917,0.9
N6,K4,25.4625,63.0436,54.6989,-129.2372,0.89
N7,K4,25.4625,63.0436,62.1652,-153.9344,0.65
N8,K4,25.4625,63.0436,24.2271,-157.2241,0.98
N9,K4,25.4625,63.0436,22.5729,-105.1789,0.37
N10,K4,25.4625,63.0436,59.0741,136.9953,0.71
S1,K4,25.4625,63.0436,8.9915,-67.2331,0.41
S2,K4,25.4625,63.0436,-5.1621,-42.1811,0.09
S3,K4,25.4625,63.0436,-21.3756,-49.9622,0.12
S4,K4,25.4625,63.0436,-43.7592,-65.5599,0.41
S5,K4,25.4625,63.0436,-35.8045,-71.5364,0.11
S6,K4,25.4625,63.0436,-6.9267,-75.2371,0.09
S7,K4,25.4625,63.0436,7.6532,-76.2382,0.61
S8,K4,25.4625,63.0436,-32.5658,-52.7961,0.77
E1,K4,25.4625,63.0436,47.4901,14.1276,0.06
E2,K4,25.4625,63.0436,54.9682,27.7502,0.36
E3,K4,25.4625,63.0436,58.8052,15.9729,0.87
E4,K4,25.4625,63.0436,50.0536,2.4377,0.31
E5,K4,25.4625,63.0436,39.2195,-3.3631,0.12
E6,K4,25.4625,63.0436,35.9945,9.5282,0.68
E7,K4,25.4625,63.0436,44.9363,26.0808,0.4
E8,K4,25.4625,63.0436,69.8863,-27.0051,0.38
E9,K4,25.4625,63.0436,66.0731,-40.7161,0.82
E10,K4,25.4625,63.0436,69.7711,22.6141,0.02
E11,K4,25.4625,63.0436,64.3111,-17.1125,0.39
M1,K4,25.4625,63.0436,29.9007,25.0417,0.28
M2,K4,25.4625,63.0436,20.0666,35.6046,0.45
M3,K4,25.4625,63.0436,17.4034,45.7999,0.71
M4,K4,25.4625,63.0436,-2.0396,38.0496,0.7
M5,K4,25.4625,63.0436,-21.8787,33.8308,0.05
M6,K4,25.4625,63.0436,-32.6365,23.2839,0.77
M7,K4,25.4625,63.0436,2.0002,13.0886,0.05
M8,K4,25.4625,63.0436,10.2101,-7.1261,0.79
M9,K4,25.4625,63.0436,21.0261,-8.708,0.11
M10,K4,25.4625,63.0436,30.8108,-4.4894,0.35
M11,K4,25.4625,63.0436,-10.6827,14.1675,0.92
M12,K4,25.4625,63.0436,-11.5451,40.3679,0.13
M13,K4,25.4625,63.0436,9.7734,49.8601,0.83
K1,K4,25.4625,63.0436,23.8158,53.8859,0.44
K2,K4,25.4625,63.0436,-19.8441,46.3005,0.15
K3,K4,25.4625,63.0436,26.7254,36.3249,0.29
K5,K4,25.4625,63.0436,30.4292,48.9811,0.58
A1,K4,25.4625,63.0436,44.7861,142.4796,0.76
A2,K4,25.4625,63.0436,41.8452,129.8234,0.84
A3,K4,25.4625,63.0436,38.3505,117.5187,0.82
A4,K4,25.4625,63.0436,26.3621,103.8708,0.43
A5,K4,25.4625,63.0436,20.2081,103.6321,0.49
A6,K4,25.4625,63.0436,12.3081,80.0773,0.07
A7,K4,25.4625,63.0436,19.2389,73.3796,0.86
A8,K4,25.4625,63.0436,50.8332,140.3611,0.72
A9,K4,25.4625,63.0436,16.4459,95.0096,0.88
A10,K4,25.4625,63.0436,21.7588,88.1451,0.56
A11,K4,25.4625,63.0436,15.2623,120.4979,0.9
A12,K4,25.4625,63.0436,6.8166,125.2493,0.53
A13,K4,25.4625,63.0436,-4.4128,144.0525,0.91
A14,K4,25.4625,63.0436,31.1841,130.6932,0.55
Z1,K4,25.4625,63.0436,-21.5409,147.7123,0.16
Z2,K4,25.4625,63.0436,-29.5135,152.1351,0.03
Z3,K4,25.4625,63.0436,-37.0957,142.2138,0.52
Z4,K4,25.4625,63.0436,-45.0244,168.6218,0.43
Z5,K4,25.4625,63.0436,-31.9787,117.1119,0.72
Z6,K4,25.4625,63.0436,-22.1268,115.4265,0.76
Z7,K4,25.4625,63.0436,-12.7481,133.5319,0.04
N1,K5,30.4292,48.9811,38.9603,-67.7183,0.15
N2,K5,30.4292,48.9811,33.6701,-79.1441,0.5
N3,K5,30.4292,48.9811,21.3022,-90.1044,0.69
N4,K5,30.4292,48.9811,31.8968,-103.4019,0.67
N5,K5,30.4292,48.9811,53.2547,-124.4917,0.84
N6,K5,30.4292,48.9811,54.6989,-129.2372,0.07
N7,K5,30.4292,48.9811,62.1652,-153.9344,0.51
N8,K5,30.4292,48.9811,24.2271,-157.2241,0.48
N9,K5,30.4292,48.9811,22.5729,-105.1789,0.78
N10,K5,30.4292,48.9811,59.0741,136.9953,1
S1,K5,30.4292,48.9811,8.9915,-67.2331,0.2
S2,K5,30.4292,48.9811,-5.1621,-42.1811,0.94
S3,K5,30.4292,48.9811,-21.3756,-49.9622,0.39
S4,K5,30.4292,48.9811,-43.7592,-65.5599,0.43
S5,K5,30.4292,48.9811,-35.8045,-71.5364,0.4
S6,K5,30.4292,48.9811,-6.9267,-75.2371,0.37
